CANONICAL_SLUG	CANONICAL_TITLE	CATEGORY	SOURCE_TITLE	DOMAIN	URL	SOURCE
tvc	ТВ Центр	Федеральные	ТВЦ	mhd128.iptv2022.com	https://mhd128.iptv2022.com/p/o5kCLFviEzeaXESSgdio-g,1781117615/streaming/tvc/324/5/tracks-v5a1/mono.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	46.32.176.50	http://46.32.176.50/tvc/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВ Центр	stream8.cinerama.uz	https://stream8.cinerama.uz/1025/tracks-v1a1/mono.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	s05.watcher.uz	https://s05.watcher.uz/41/video.m3u8?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjb250cmFjdF9pZCI6MjcwMTc3LCJsb2dpbiI6InR2LTI3MDE3NyIsInRlbXBvcmFyeSI6ZmFsc2UsImlzX29hdXRoIjpmYWxzZSwiY3JlYXRlZF90aW1lIjoxNjUwMjgzMDI3fQ.LadLj4b6plIxTGCWntQQqsQGZ3R9EsvwhaXQd1sur2g%3A15	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	31.131.141.195:8000	http://31.131.141.195:8000/play/1100/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	flussonic.mkpnet.ru	https://flussonic.mkpnet.ru/tv-b76bb5b80615eed6/video.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	45.145.32.13:20440	http://45.145.32.13:20440/tvc/index.m3u8?token=test	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tvc	ТВ Центр	Федеральные	ТВЦ	stitch.teletarget.ru	http://stitch.teletarget.ru/vintera/tvcsd/index.m3u8	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tvc	ТВ Центр	Федеральные	ТВ Центр	tvc-hls.cdnvideo.ru	https://tvc-hls.cdnvideo.ru/tvc-res/smil:vd9221.smil/playlist.m3u8	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tvc	ТВ Центр	Федеральные	ТВЦ	85.192.10.131	http://85.192.10.131/hls/TvciRu/playlist.m3u8	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tvc	ТВ Центр	Федеральные	ТВЦ	tvc-hls.cdnvideo.ru	https://tvc-hls.cdnvideo.ru/tvc-res/smil:vd9221_2.smil/playlist.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
tvc	ТВ Центр	Федеральные	ТВЦ	streaming.televizor-24-tochka.ru	https://streaming.televizor-24-tochka.ru/live/13-req_offset_28000000-req_window_0-1k_v5.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
tvc	ТВ Центр	Федеральные	ТВЦ	217.174.229.136:8000	http://217.174.229.136:8000/play/a09w	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	193.25.8.59:8000	http://193.25.8.59:8000/tvc	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	5.188.221.43:8080	http://5.188.221.43:8080/play/tv-centr	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=10	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tvc	ТВ Центр	Федеральные	ТВЦ	95.47.155.244:8001	http://95.47.155.244:8001/play/a010	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tvc	ТВ Центр	Федеральные	ТВЦ	91.221.252.12:82	http://91.221.252.12:82/tv24	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
tvc	ТВ Центр	Федеральные	ТВЦ	tv.ttk.mx:9009	http://tv.ttk.mx:9009	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
rentv	РЕН ТВ	Федеральные	РЕН ТВ HD	mhd128.iptv2022.com	https://mhd128.iptv2022.com/p/XeCviKPlGu9fQo1e1xOOCQ,1781117615/streaming/rentvott/324/5/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	РЕН ТВ HD	94.228.166.20:8000	http://94.228.166.20:8000/play/a06c/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ HD	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=376	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ	46.32.176.50	http://46.32.176.50/rentv/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ	31.131.141.195:8000	http://31.131.141.195:8000/play/2010/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен-ТВ	flussonic.mkpnet.ru	https://flussonic.mkpnet.ru/tv-44dfec2799c5738e/video.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	РЕН ТВ	37.46.49.14:18010	http://37.46.49.14:18010/play/a026/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ	45.145.32.13:20440	http://45.145.32.13:20440/ren_tv/index.m3u8?token=test	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
rentv	РЕН ТВ	Федеральные	Рен ТВ	streaming.televizor-24-tochka.ru	https://streaming.televizor-24-tochka.ru/live/14-req_offset_28000000-req_window_0-1k_v5.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
rentv	РЕН ТВ	Федеральные	РЕН ТВ	217.174.229.136:8000	http://217.174.229.136:8000/play/a03h	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ	193.25.8.59:8000	http://193.25.8.59:8000/ren	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ	5.188.221.43:8080	http://5.188.221.43:8080/play/ren-tv	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	Рен ТВ	89.218.32.179:18000	http://89.218.32.179:18000/play/a02s	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	РЕН ТВ	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=11	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
rentv	РЕН ТВ	Федеральные	РЕН ТВ	95.47.155.244:8001	http://95.47.155.244:8001/play/a011	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
rentv	РЕН ТВ	Федеральные	Рен ТВ	91.221.252.12:82	http://91.221.252.12:82/tv18	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
rentv	РЕН ТВ	Федеральные	Рен ТВ	185.46.16.239:8000	http://185.46.16.239:8000/REN_TV	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
rentv	РЕН ТВ	Федеральные	РЕН ТВ	tv.ttk.mx:9010	http://tv.ttk.mx:9010	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
spas	Спас	Федеральные	Спас	mhd128.iptv2022.com	https://mhd128.iptv2022.com/p/tSJ-m9VK3CNdETkK0KZbyQ,1781117617/streaming/spas/324/5/tracks-v5a1/mono.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	31.131.141.195:8000	http://31.131.141.195:8000/play/2020/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	185.78.112.47:8077	http://185.78.112.47:8077/spas/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	streaming.televizor-24-tochka.ru	https://streaming.televizor-24-tochka.ru/live/15-req_offset_28000000-req_window_0-1k_v5.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
spas	Спас	Федеральные	Спас	217.174.229.136:8000	http://217.174.229.136:8000/play/a09e	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	193.25.8.59:8000	http://193.25.8.59:8000/spas	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	5.188.221.43:8080	http://5.188.221.43:8080/play/spas	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=12	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	95.47.155.244:8001	http://95.47.155.244:8001/play/a012	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
spas	Спас	Федеральные	Спас	91.221.252.12:82	http://91.221.252.12:82/tv22	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
spas	Спас	Федеральные	Спас	185.46.16.239:8000	http://185.46.16.239:8000/Spas	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
spas	Спас	Федеральные	Спас	tv.ttk.mx:9011	http://tv.ttk.mx:9011	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
spas	Спас	Федеральные	Спас	bl.rutube.ru	https://bl.rutube.ru/livestream/2bbfa9ebf9d79ade480d7281fcef1008/index.m3u8?s=l--mXllI9EM9QsTJy9FQTQ&e=2069285073&scheme=https	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
spas	Спас	Федеральные	Спас	bl.rutube.ru	https://bl.rutube.ru/livestream/2bbfa9ebf9d79ade480d7281fcef1008/index.m3u8?s=Dh7uOoGZBCslhSfLLkxvAg&e=2068506963&scheme=https	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
spas	Спас	Федеральные	Спас	bl.rutube.ru	https://bl.rutube.ru/livestream/2bbfa9ebf9d79ade480d7281fcef1008/index.m3u8?s=Qrlj5fmu4BljIu9zjxseTg&e=2081031312&scheme=https	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
sts	СТС	Федеральные	СТС HD	mhd128.iptv2022.com	https://mhd128.iptv2022.com/p/pJIZgO-9hy1lSy2wz8rnXw,1781117615/streaming/stsott/324/5/tracks-v5a1/mono.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС HD	185.78.112.47:8077	http://185.78.112.47:8077/sts_hd/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС HD	94.228.166.20:8000	http://94.228.166.20:8000/play/a06d/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС HD	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=377	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	31.131.141.195:8000	http://31.131.141.195:8000/play/2030/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	176.118.197.101	http://176.118.197.101/CTC/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	flussonic.mkpnet.ru	https://flussonic.mkpnet.ru/tv-9cb92ea0862cd7b0/video.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	85.117.37.41	http://85.117.37.41/sts/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	37.46.49.14:18010	http://37.46.49.14:18010/play/a027/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	62.32.84.50:18000	http://62.32.84.50:18000/play/a0bf/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	94.230.128.107:8080	http://94.230.128.107:8080/CTC/index.m3u8	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
sts	СТС	Федеральные	СТС	45.145.32.13:20440	http://45.145.32.13:20440/ctc/index.m3u8?token=test	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
sts	СТС	Федеральные	СТС	streaming.thestream.cyou	https://streaming.thestream.cyou/live/296-req_offset_28000000-req_window_0-1k_v5.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
sts	СТС	Федеральные	СТС	217.174.229.136:8000	http://217.174.229.136:8000/play/a03i	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	193.25.8.59:8000	http://193.25.8.59:8000/ESPN	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	5.188.221.43:8080	http://5.188.221.43:8080/play/sts	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=13	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
sts	СТС	Федеральные	СТС	95.47.155.244:8001	http://95.47.155.244:8001/play/a013	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
sts	СТС	Федеральные	СТС	91.221.252.12:82	http://91.221.252.12:82/tv23	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
sts	СТС	Федеральные	СТС	185.46.16.239:8000	http://185.46.16.239:8000/STS	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
sts	СТС	Федеральные	СТС	tv.ttk.mx:9012	http://tv.ttk.mx:9012	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
domashniy	Домашний	Федеральные	Домашний HD	mhd128.iptv2022.com	https://mhd128.iptv2022.com/p/XDKzI2hB1_kVocsvvp2T5w,1781117615/streaming/domashiyott/324/5/tracks-v5a1/mono.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний HD	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=378	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	46.32.176.50	http://46.32.176.50/domashniy/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	31.131.141.195:8000	http://31.131.141.195:8000/play/a001/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	flussonic.mkpnet.ru	https://flussonic.mkpnet.ru/tv-b515ccce67923f8a/video.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	185.78.112.47:8077	http://185.78.112.47:8077/domashniy/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	45.145.32.13:20440	http://45.145.32.13:20440/domashnij/index.m3u8?token=test	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
domashniy	Домашний	Федеральные	Домашний	176.96.241.40	http://176.96.241.40/Domashniy/index.m3u8	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
domashniy	Домашний	Федеральные	Домашний	uiptv.do.am	http://uiptv.do.am/1ufc/104487210/playlist.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
domashniy	Домашний	Федеральные	Домашний	streaming.televizor-24-tochka.ru	https://streaming.televizor-24-tochka.ru/live/17-req_offset_28000000-req_window_0-1k_v5.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
domashniy	Домашний	Федеральные	Домашний	217.174.229.136:8000	http://217.174.229.136:8000/play/a00l	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	193.25.8.59:8000	http://193.25.8.59:8000/dom	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	5.188.221.43:8080	http://5.188.221.43:8080/play/domashniy	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	89.218.32.179:18000	http://89.218.32.179:18000/play/a01l	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=14	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
domashniy	Домашний	Федеральные	Домашний	95.47.155.244:8001	http://95.47.155.244:8001/play/a014	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
domashniy	Домашний	Федеральные	Домашний	91.221.252.12:82	http://91.221.252.12:82/tv9	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
domashniy	Домашний	Федеральные	Домашний	158.101.222.193:88	http://158.101.222.193:88/georgia_play.php?id=domashni	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
domashniy	Домашний	Федеральные	Домашний	185.46.16.239:8000	http://185.46.16.239:8000/Domashniy	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
domashniy	Домашний	Федеральные	Домашний	tv.ttk.mx:9013	http://tv.ttk.mx:9013	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
tv3	ТВ-3	Федеральные	ТВ3 HD	mhd128.iptv2022.com	https://mhd128.iptv2022.com/p/FZdZOT7uG4f_blCTK4Royg,1781117615/streaming/tv3ott/324/5/tracks-v5a1/mono.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3 HD	185.78.112.47:8077	http://185.78.112.47:8077/tv3_hd/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3 HD	cdn.kubteltv.workers.dev	http://cdn.kubteltv.workers.dev/?ID=379	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3	46.32.176.50	http://46.32.176.50/tv3/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3	31.131.141.195:8000	http://31.131.141.195:8000/play/a002/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3 HD	bl.rutube.ru	https://bl.rutube.ru/livestream/7bf12d9c050f9a7ef3728db5730432ae/index.m3u8?s=_O6ZRJfK1k_4Vq15m0VHXg&e=2069285050&scheme=https	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3 HD	bl.rutube.ru	https://bl.rutube.ru/livestream/ff99b4d6cc81635fdcd094af044d8d96/index.m3u8?s=gD49APNHxfhSogOdsWUC8Q&e=2066519755&scheme=https	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ-3	flussonic.mkpnet.ru	https://flussonic.mkpnet.ru/tv-b9ddf7deb3d25757/video.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3	185.78.112.47:8077	http://185.78.112.47:8077/tv3/index.m3u8	https://dl.dropboxusercontent.com/scl/fi/ur595ef4cqmfst951kboh/.NET_2.m3u?rlkey=0cw1ficfrq0m6yg2udh16qn78&dl=0
tv3	ТВ-3	Федеральные	ТВ3	85.192.10.131	http://85.192.10.131/hls/tv3/playlist.m3u8	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tv3	ТВ-3	Федеральные	ТВ3 HD	bl.rutube.ru	https://bl.rutube.ru/livestream/7bf12d9c050f9a7ef3728db5730432ae/index.m3u8?s=riJeRs_4YONNBUd3HTYJXg&e=2068506933&scheme=https	https://raw.githubusercontent.com/Voxlist/voxlist/refs/heads/main/voxlist.m3u
tv3	ТВ-3	Федеральные	ТВ3 HD	bl.rutube.ru	https://bl.rutube.ru/livestream/7bf12d9c050f9a7ef3728db5730432ae/index.m3u8?s=GVArGRLiT9Q4crVL8wE4RA&e=2081031276&scheme=https	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
tv3	ТВ-3	Федеральные	ТВ3	streaming.televizor-24-tochka.ru	https://streaming.televizor-24-tochka.ru/live/18-req_offset_28000000-req_window_0-1k_v5.m3u8	https://raw.githubusercontent.com/Dimonovich/TV/Dimonovich/FREE/TV
